Gene_ID,Gene,Immature_Ery
ENSGALG00010016378.1,WDR76,5
ENSGALG00010016379.1,TFAP4,10
ENSGALG00010016380.1,MCHR2,0
ENSGALG00010016382.1,UGDH,1
ENSGALG00010016383.1,FAM110D,81
ENSGALG00010016384.1,GNAS,19
ENSGALG00010016385.1,HTT,143
ENSGALG00010016387.1,CCDC85C,0
ENSGALG00010016390.1,ENSGALG00010016390.1,0
ENSGALG00010016392.1,STMN3,2
ENSGALG00010016393.1,BLM,17
ENSGALG00010016394.1,PDIK1L,203
ENSGALG00010016395.1,ENSGALG00010016395.1,1
ENSGALG00010016397.1,LIAS,92.088
ENSGALG00010016398.1,SEPTIN6,11
ENSGALG00010016399.1,ACSM5,0
ENSGALG00010016400.1,ENSGALG00010016400.1,369
ENSGALG00010016402.1,SEPTIN8,2
ENSGALG00010016403.1,GRK4,7
ENSGALG00010016404.1,ESRRG,0
ENSGALG00010016406.1,PDILT,0
ENSGALG00010016407.1,RPL9,385
ENSGALG00010016409.1,GMEB2,149
ENSGALG00010016410.1,TRAK1,0
ENSGALG00010016411.1,CTSH,166
ENSGALG00010016412.1,TMSB15B,6
ENSGALG00010016414.1,KLB,5
ENSGALG00010016415.1,RASGRF1,12
ENSGALG00010016416.1,CYP46A1,4
ENSGALG00010016417.1,NOP14,6
ENSGALG00010016418.1,NFIB,0
ENSGALG00010016421.1,ENSGALG00010016421.1,22
ENSGALG00010016422.1,KCTD3,0
ENSGALG00010016423.1,TRMT44,0
ENSGALG00010016425.1,TRIM63,96.905
ENSGALG00010016426.1,HELZ2,2593
ENSGALG00010016428.1,ADRA1D,5
ENSGALG00010016429.1,ENSGALG00010016429.1,0
ENSGALG00010016431.1,B3GNT5,0
ENSGALG00010016433.1,TMED3,13
ENSGALG00010016434.1,GPR139,0
ENSGALG00010016436.1,SLC30A2,0
ENSGALG00010016437.1,FNDC11,1
ENSGALG00010016439.1,ENSGALG00010016439.1,0
ENSGALG00010016441.1,ENSGALG00010016441.1,0
ENSGALG00010016445.1,ZDHHC21,0
ENSGALG00010016446.1,GNRHR,5
ENSGALG00010016447.1,ID3,0
ENSGALG00010016448.1,CER1,0
ENSGALG00010016449.1,FMR1,48
ENSGALG00010016450.1,ENSGALG00010016450.1,6.935
ENSGALG00010016451.1,USP46,0
ENSGALG00010016452.1,GLCE,5
ENSGALG00010016453.1,MYCL,9
ENSGALG00010016454.1,ANKS3,157
ENSGALG00010016455.1,RBM27,55
ENSGALG00010016456.1,LAMP3,0
ENSGALG00010016457.1,SMOX,2
ENSGALG00010016458.1,ZC3H12A,78
ENSGALG00010016459.1,PAQR5,1
ENSGALG00010016460.1,LBR,67
ENSGALG00010016461.1,HPCAL4,22
ENSGALG00010016462.1,RNF24,1
ENSGALG00010016463.1,FREM1,6
ENSGALG00010016464.1,PANK2,26
ENSGALG00010016465.1,STK35,81
ENSGALG00010016466.1,TMEM164,0
ENSGALG00010016467.1,ENSGALG00010016467.1,0
ENSGALG00010016468.1,TTC39B,5
ENSGALG00010016469.1,MAVS,290
ENSGALG00010016470.1,TNIP1,574
ENSGALG00010016471.1,POMGNT2,0
ENSGALG00010016472.1,TFDP1,121
ENSGALG00010016473.1,RAB9B,12
ENSGALG00010016474.1,MAPK8IP3,46.003
ENSGALG00010016475.1,MCCC1,7
ENSGALG00010016476.1,PDYN,0
ENSGALG00010016477.1,CNIH3,82
ENSGALG00010016478.1,SOX12,2
ENSGALG00010016479.1,ENSGALG00010016479.1,22.001
ENSGALG00010016480.1,GPX3,6
ENSGALG00010016481.1,MC3R,0
ENSGALG00010016482.1,EML1,15
ENSGALG00010016483.1,WDR26,307
ENSGALG00010016489.1,CCK,0
ENSGALG00010016491.1,DNAJC8,85
ENSGALG00010016496.1,PLP1,21
ENSGALG00010016498.1,KIF23,1
ENSGALG00010016500.1,ENSGALG00010016500.1,17
ENSGALG00010016502.1,YIPF5,1
ENSGALG00010016504.1,SNRK,27
ENSGALG00010016505.1,KCTD16,2
ENSGALG00010016507.1,SPATA18,4
ENSGALG00010016508.1,CREBBP,1153.957
ENSGALG00010016510.1,THG1L,0
ENSGALG00010016513.1,SOX30,0
ENSGALG00010016514.1,GASK1A,12
ENSGALG00010016518.1,TMEM42,1
ENSGALG00010016519.1,MEX3B,4
ENSGALG00010016520.1,CHMP1B,69
ENSGALG00010016526.1,EIF1B,28
ENSGALG00010016527.1,MRPS34,21
ENSGALG00010016529.1,DCUN1D1,39
ENSGALG00010016533.1,CNIH4,4
ENSGALG00010016534.1,TRIT1,128
ENSGALG00010016535.1,BNC2,0
ENSGALG00010016541.1,UBE2J2,49
ENSGALG00010016542.1,ENOX2,189
ENSGALG00010016543.1,TCEA3,3
ENSGALG00010016544.1,ADCY9,1467
ENSGALG00010016546.1,C1QTNF12,49
ENSGALG00010016547.1,SGCB,0
ENSGALG00010016548.1,EVL,0
ENSGALG00010016549.1,PTPRA,171.001
ENSGALG00010016550.1,FBLIM1,4
ENSGALG00010016552.1,ENSGALG00010016552.1,4
ENSGALG00010016553.1,SLC25A14,28
ENSGALG00010016555.1,ENSGALG00010016555.1,1
ENSGALG00010016556.1,ASAP3,10
ENSGALG00010016558.1,NR2F2,0
ENSGALG00010016559.1,ROGDI,1
ENSGALG00010016560.1,DCUN1D4,4
ENSGALG00010016561.1,DEGS2,0
ENSGALG00010016562.1,GLIS2,1
ENSGALG00010016564.1,SPEN,1132
ENSGALG00010016565.1,NVL,25
ENSGALG00010016566.1,CNTLN,4
ENSGALG00010016567.1,E2F2,5
ENSGALG00010016568.1,PAM16,89
ENSGALG00010016569.1,YY1,295
ENSGALG00010016570.1,ENSGALG00010016570.1,0
ENSGALG00010016572.1,RAB33A,86
ENSGALG00010016573.1,DEGS1,31
ENSGALG00010016575.1,CWH43,0
ENSGALG00010016576.1,MRPS26,177
ENSGALG00010016577.1,ZBTB17,1116
ENSGALG00010016578.1,GRIK3,0
ENSGALG00010016580.1,MARS2,5
ENSGALG00010016581.1,H2AFYMACROH2A1,0
ENSGALG00010016583.1,VPS41,16
ENSGALG00010016584.1,EHBP1,0
ENSGALG00010016585.1,ENSGALG00010016585.1,0
ENSGALG00010016587.1,AVP,6
ENSGALG00010016588.1,ATP11B,30
ENSGALG00010016589.1,FBXO28,9
ENSGALG00010016591.1,HOMER2,0
ENSGALG00010016592.1,TMEM129,0
ENSGALG00010016593.1,OTX1,0
ENSGALG00010016595.1,ENSGALG00010016595.1,16
ENSGALG00010016597.1,FRYL,2386
ENSGALG00010016598.1,AIFM1,13
ENSGALG00010016599.1,ENSGALG00010016599.1,1
ENSGALG00010016600.1,GNL2,31
ENSGALG00010016602.1,HSPB7,2
ENSGALG00010016603.1,ENSGALG00010016603.1,11
ENSGALG00010016604.1,TP53BP2,28
ENSGALG00010016605.1,WDPCP,1
ENSGALG00010016606.1,VASN,1
ENSGALG00010016607.1,FAM103A1,1
ENSGALG00010016609.1,SOX2,2
ENSGALG00010016611.1,DNALI1,8
ENSGALG00010016612.1,GRIA1,0
ENSGALG00010016613.1,SNIP1,43
ENSGALG00010016614.1,DNAJC19,4
ENSGALG00010016615.1,BCORL1,295
ENSGALG00010016616.1,SLBP,10
ENSGALG00010016618.1,TRPM3,10
ENSGALG00010016619.1,SLC25A47,6
ENSGALG00010016620.1,ENSGALG00010016620.1,8
ENSGALG00010016621.1,GRXCR2,0
ENSGALG00010016622.1,KIAA1143,0
ENSGALG00010016623.1,DNAJA3,42
ENSGALG00010016624.1,MDH1,4
ENSGALG00010016626.1,CAPN2,1
ENSGALG00010016627.1,SH3RF2,0
ENSGALG00010016629.1,LARS1,35
ENSGALG00010016630.1,ENSGALG00010016630.1,0
ENSGALG00010016631.1,FAM53A,145
ENSGALG00010016632.1,ENSGALG00010016632.1,0
ENSGALG00010016637.1,POU6F2,1
ENSGALG00010016640.1,OCIAD1,1
ENSGALG00010016643.1,BTBD1,31
ENSGALG00010016644.1,NMRAL1,2
ENSGALG00010016647.1,EGR1,224
ENSGALG00010016648.1,ADRA2C,7
ENSGALG00010016651.1,ENSGALG00010016651.1,3
ENSGALG00010016652.1,FXR1,1483
ENSGALG00010016653.1,EPHA2,34
ENSGALG00010016654.1,SMIM3,4
ENSGALG00010016655.1,TRANK1,247
ENSGALG00010016656.1,CAPN8,1
ENSGALG00010016657.1,SLC25A29,16
ENSGALG00010016658.1,ZAR1,69
ENSGALG00010016661.1,UBE4B,180
ENSGALG00010016662.1,ENSGALG00010016662.1,0
ENSGALG00010016664.1,TM6SF1,0
ENSGALG00010016665.1,ENSGALG00010016665.1,0
ENSGALG00010016667.1,WARS1,1
ENSGALG00010016671.1,CASS4,7
ENSGALG00010016672.1,DCTN4,122
ENSGALG00010016673.1,LRPAP1,0
ENSGALG00010016674.1,SLC10A4,27
ENSGALG00010016675.1,SKIL,4
ENSGALG00010016676.1,NLRC3,9
ENSGALG00010016677.1,MEAF6,178.999
ENSGALG00010016678.1,NOX1,11
ENSGALG00010016680.1,BPIFB3,5
ENSGALG00010016681.1,SUSD4,0
ENSGALG00010016682.1,GPR141,0
ENSGALG00010016683.1,RBM22,69
ENSGALG00010016688.1,ENSGALG00010016688.1,10.964
ENSGALG00010016691.1,ENSGALG00010016691.1,8.036
ENSGALG00010016692.1,PRKCI,2
ENSGALG00010016696.1,DOK7,1
ENSGALG00010016699.1,SYNPO,40
ENSGALG00010016700.1,CLUAP1,0
ENSGALG00010016702.1,WDR25,10
ENSGALG00010016704.1,CSTF2,102
ENSGALG00010016706.1,RTN4,565
ENSGALG00010016707.1,KIF1B,53
ENSGALG00010016709.1,DNASE1,10
ENSGALG00010016712.1,ENSGALG00010016712.1,2
ENSGALG00010016718.1,LIN28A,2
ENSGALG00010016720.1,INTS15,21
ENSGALG00010016722.1,BMP15,1
ENSGALG00010016724.1,PGD,17
ENSGALG00010016729.1,ELMO1,0
ENSGALG00010016731.1,C4orf48,0
ENSGALG00010016732.1,ARHGAP26,34
ENSGALG00010016733.1,PHC3,10
ENSGALG00010016735.1,ENSGALG00010016735.1,1
ENSGALG00010016736.1,CENPS,9
ENSGALG00010016738.1,NAA60,32
ENSGALG00010016741.1,NELFA,60
ENSGALG00010016742.1,TRMT12,53
ENSGALG00010016744.1,CRYBG2,18
ENSGALG00010016745.1,BEGAIN,2
ENSGALG00010016746.1,HDGFL3,41.977
ENSGALG00010016750.1,SYTL4,15
ENSGALG00010016751.1,DFFA,18
ENSGALG00010016752.1,ENSGALG00010016752.1,1
ENSGALG00010016754.1,ENSGALG00010016754.1,18.857
ENSGALG00010016756.1,NUDT16L1,14
ENSGALG00010016757.1,SRPX2,4
ENSGALG00010016758.1,NR3C1,347
ENSGALG00010016760.1,DLK1,0
ENSGALG00010016761.1,GPR160,0
ENSGALG00010016762.1,EML6,0
ENSGALG00010016763.1,UBALD1,113.127
ENSGALG00010016765.1,ENSGALG00010016765.1,0
ENSGALG00010016766.1,AOAH,0
ENSGALG00010016767.1,SLAIN2,116
ENSGALG00010016768.1,GALNT10,4
ENSGALG00010016769.1,BNC1,1
ENSGALG00010016772.1,TSPAN6,9
ENSGALG00010016773.1,RPS27A,57.849
ENSGALG00010016774.1,PEX14,35
ENSGALG00010016775.1,C14orf39,0
ENSGALG00010016777.1,TNMD,1
ENSGALG00010016778.1,MTIF2,10.152
ENSGALG00010016779.1,CTNNA2,1.026
ENSGALG00010016780.1,PRORSD1P,0
ENSGALG00010016781.1,CDIP1,47
ENSGALG00010016783.1,CLBA1,0
ENSGALG00010016785.1,PDGFRB,0
ENSGALG00010016786.1,DISP1,13
ENSGALG00010016787.1,PPP2R5C,11
ENSGALG00010016788.1,ANLN,0
ENSGALG00010016789.1,DISP3,0
ENSGALG00010016791.1,LRRTM1,0
ENSGALG00010016792.1,HMOX2,8
ENSGALG00010016793.1,SLC9A1,66
ENSGALG00010016795.1,GUCA2B,0
ENSGALG00010016796.1,BROX,21
ENSGALG00010016797.1,SEC62,13
ENSGALG00010016799.1,WDTC1,188
ENSGALG00010016800.1,RPL14,44
ENSGALG00010016802.1,TMEM222,11
ENSGALG00010016804.1,CSF1R,2
ENSGALG00010016805.1,ENSGALG00010016805.1,5
ENSGALG00010016807.1,VSIG4,16
ENSGALG00010016808.1,ENTPD3,0
ENSGALG00010016809.1,SYTL1,2
ENSGALG00010016810.1,SH3GL3,0
ENSGALG00010016812.1,LRRC31,0
ENSGALG00010016813.1,ENSGALG00010016813.1,1
ENSGALG00010016814.1,HMGXB3,144
ENSGALG00010016816.1,MAP3K6,12
ENSGALG00010016817.1,GGCT,0
ENSGALG00010016820.1,EIF2AK3,32
ENSGALG00010016821.1,SAMD7,0
ENSGALG00010016823.1,HSF3,308
ENSGALG00010016825.1,ENSGALG00010016825.1,3
ENSGALG00010016828.1,LACTBL1,0
ENSGALG00010016831.1,AIDA,1
ENSGALG00010016832.1,DYNC1H1,1045.796
ENSGALG00010016834.1,ENSGALG00010016834.1,9
ENSGALG00010016835.1,CCDC88A,0
ENSGALG00010016836.1,HEPH,49
ENSGALG00010016840.1,LRRC34,0
ENSGALG00010016842.1,NPY7R,1
ENSGALG00010016845.1,MIA3,91
ENSGALG00010016847.1,EPHB2,0
ENSGALG00010016848.1,ENSGALG00010016848.1,1
ENSGALG00010016849.1,WASF2,92
ENSGALG00010016850.1,GPR83L,0
ENSGALG00010016851.1,TEC,0
ENSGALG00010016852.1,AHDC1,0
ENSGALG00010016853.1,ENSGALG00010016853.1,0
ENSGALG00010016854.1,TAF1A,17
ENSGALG00010016855.1,ENSGALG00010016855.1,0
ENSGALG00010016856.1,NOD1,0
ENSGALG00010016857.1,ENSGALG00010016857.1,0
ENSGALG00010016858.1,ENSGALG00010016858.1,1
ENSGALG00010016859.1,RPIA,33
ENSGALG00010016860.1,VSX1,0
ENSGALG00010016861.1,FGR,0
ENSGALG00010016862.1,TXK,0
ENSGALG00010016863.1,MYNN,56
ENSGALG00010016864.1,ENSGALG00010016864.1,4.204
ENSGALG00010016865.1,CFAP36,1
ENSGALG00010016866.1,ZNRF2,0
ENSGALG00010016867.1,FLT4,3
ENSGALG00010016868.1,NIPAL1,0
ENSGALG00010016869.1,HSP90AA1,4092
ENSGALG00010016870.1,ENSGALG00010016870.1,1
ENSGALG00010016871.1,CNGA1,0
ENSGALG00010016872.1,EDA2R,0
ENSGALG00010016873.1,ENTPD6,3
ENSGALG00010016874.1,ADAMTSL3,0
ENSGALG00010016875.1,SESN2,495.052
ENSGALG00010016876.1,MTURN,0
ENSGALG00010016877.1,UBE2D3,183
ENSGALG00010016878.1,SUCLG1,11
ENSGALG00010016879.1,RNF130,6
ENSGALG00010016880.1,AR,0
ENSGALG00010016881.1,C1QB,0
ENSGALG00010016882.1,ENSGALG00010016882.1,168.999
ENSGALG00010016883.1,TMEM251,2
ENSGALG00010016884.1,SBK1,0
ENSGALG00010016885.1,CDCA4,19
ENSGALG00010016887.1,TJP2,2
ENSGALG00010016888.1,ENSGALG00010016888.1,0
ENSGALG00010016889.1,FUNDC2,102
ENSGALG00010016890.1,UBR7,4
ENSGALG00010016891.1,ENSGALG00010016891.1,15.632
ENSGALG00010016892.1,MAL,2
ENSGALG00010016893.1,TBC1D9B,57.004
ENSGALG00010016894.1,BTBD7,4
ENSGALG00010016895.1,ENSGALG00010016895.1,9
ENSGALG00010016896.1,SPTBN1,6
ENSGALG00010016897.1,TMEM179,0
ENSGALG00010016898.1,ENSGALG00010016898.1,0
ENSGALG00010016899.1,SAXO2,0
ENSGALG00010016900.1,CISD2,3
ENSGALG00010016901.1,MECOM,2
ENSGALG00010016902.1,MRNIP,16
ENSGALG00010016903.1,PPM1A,49
ENSGALG00010016904.1,EAF1,8
ENSGALG00010016905.1,C1QC,2
ENSGALG00010016906.1,ENSGALG00010016906.1,0
ENSGALG00010016907.1,SQSTM1,2297
ENSGALG00010016908.1,CMC4,9
ENSGALG00010016909.1,MRPS5,35
ENSGALG00010016910.1,NSD2,1
ENSGALG00010016911.1,AXIN1,216
ENSGALG00010016912.1,CCDC88C,11
ENSGALG00010016913.1,BRCC3,81
ENSGALG00010016914.1,PDIA2,4
ENSGALG00010016915.1,PLOD2,1
ENSGALG00010016916.1,ACYP2,0
ENSGALG00010016917.1,METTL6,0
ENSGALG00010016918.1,RCOR1,46
ENSGALG00010016919.1,ARHGDIG,1
ENSGALG00010016920.1,C1QA,0
ENSGALG00010016921.1,EFL1,62
ENSGALG00010016922.1,ENSGALG00010016922.1,0
ENSGALG00010016923.1,ENSGALG00010016923.1,84
ENSGALG00010016924.1,LETM1,12
ENSGALG00010016925.1,PHACTR4,189
ENSGALG00010016926.1,ENSGALG00010016926.1,103.917
ENSGALG00010016927.1,MGAT4B,168
ENSGALG00010016928.1,RGS11,41
ENSGALG00010016929.1,EPHA8,0
ENSGALG00010016930.1,C10H15ORF48,263
ENSGALG00010016931.1,SLC30A4,13
ENSGALG00010016932.1,OGT,1318
ENSGALG00010016933.1,ENSGALG00010016933.1,3
ENSGALG00010016934.1,SLC25A38,101
ENSGALG00010016935.1,PRIMA1,1
ENSGALG00010016936.1,RCC1,18
ENSGALG00010016937.1,DHRS7,170
ENSGALG00010016938.1,PSME4,201
ENSGALG00010016939.1,FAM234A,127
ENSGALG00010016940.1,FGFR3,2
ENSGALG00010016941.1,SLC8A1,1
ENSGALG00010016942.1,ZBTB40,153
ENSGALG00010016943.1,PCNX4,7
ENSGALG00010016944.1,OPRD1,81
ENSGALG00010016945.1,BDH2,2
ENSGALG00010016946.1,TAF1,566
ENSGALG00010016947.1,CANX,25
ENSGALG00010016948.1,CCR8,0
ENSGALG00010016949.1,LUC7L,257
ENSGALG00010016950.1,ENSGALG00010016950.1,1
ENSGALG00010016951.1,LTC4S,6
ENSGALG00010016952.1,GINS1,0
ENSGALG00010016953.1,GJA4,3
ENSGALG00010016954.1,ENSGALG00010016954.1,0
ENSGALG00010016955.1,ENSGALG00010016955.1,1
ENSGALG00010016956.1,CENPE,2
ENSGALG00010016957.1,WNT4,16
ENSGALG00010016958.1,TLR15,0
ENSGALG00010016959.1,PERCC1,17
ENSGALG00010016960.1,GJB3,2.108
ENSGALG00010016961.1,EIF4A3,69
ENSGALG00010016962.1,SQOR,42
ENSGALG00010016963.1,CD8A,9.686
ENSGALG00010016964.1,MAML1,525
ENSGALG00010016965.1,SLC25A33,0
ENSGALG00010016966.1,KDM3A,76
ENSGALG00010016967.1,ERLEC1,98
ENSGALG00010016968.1,C15orf61,6
ENSGALG00010016969.1,CHMP3,39
ENSGALG00010016970.1,SYNE3,256
ENSGALG00010016971.1,RSPH6A,1
ENSGALG00010016972.1,ASB3,7
ENSGALG00010016973.1,PLSCR1,1
ENSGALG00010016974.1,CFAP96,2
ENSGALG00010016975.1,MALL,1
ENSGALG00010016976.1,ENSGALG00010016976.1,0
ENSGALG00010016977.1,CLCN7,609.001
ENSGALG00010016978.1,FAM181A,0
ENSGALG00010016979.1,PLSCR5,0
ENSGALG00010016980.1,NPHP1,2
ENSGALG00010016981.1,ENSGALG00010016981.1,0
ENSGALG00010016982.1,GLRX5,48
ENSGALG00010016983.1,ZFAND2A,734
ENSGALG00010016984.1,RNF103,350.048
ENSGALG00010016985.1,ENSGALG00010016985.1,0
ENSGALG00010016986.1,GFER,28
ENSGALG00010016987.1,ASB2,1
ENSGALG00010016988.1,ECI1,131
ENSGALG00010016989.1,RHOG2,1
ENSGALG00010016990.1,ENSGALG00010016990.1,1
ENSGALG00010016991.1,PDLIM3,0
ENSGALG00010016992.1,ENSGALG00010016992.1,4
ENSGALG00010016993.1,ENSGALG00010016993.1,64
ENSGALG00010016994.1,ATL2,54
ENSGALG00010016996.1,ZIC4,0
ENSGALG00010016998.1,DNASE1L2,16
ENSGALG00010016999.1,ITGB1BP2,5
ENSGALG00010017001.1,TPCN3,0
ENSGALG00010017003.1,CPZ,0
ENSGALG00010017004.1,CX3CR1,0
ENSGALG00010017006.1,DNAH3,14
ENSGALG00010017008.1,RTN1,0
ENSGALG00010017010.1,NONO,56
ENSGALG00010017012.1,SYNGR3,1
ENSGALG00010017016.1,ZIC1,0
ENSGALG00010017017.1,ENSGALG00010017017.1,175
ENSGALG00010017018.1,HP1BP3,64
ENSGALG00010017020.1,GJB5,8
ENSGALG00010017022.1,CCR4,0
ENSGALG00010017024.1,BUB1,0
ENSGALG00010017027.1,ENSGALG00010017027.1,0
ENSGALG00010017032.1,ENSGALG00010017032.1,0
ENSGALG00010017033.1,LDAF1,0
ENSGALG00010017034.1,ZMYM3,97
ENSGALG00010017035.1,PIK3CD,32
ENSGALG00010017038.1,ZNF598,44
ENSGALG00010017039.1,MAP2K5,55
ENSGALG00010017041.1,JKAMP,13
ENSGALG00010017042.1,HNRNPLL,0
ENSGALG00010017045.1,GLB1,1
ENSGALG00010017047.1,ENSGALG00010017047.1,6.484
ENSGALG00010017049.1,TRAF3,0
ENSGALG00010017050.1,L3HYPDH,1
ENSGALG00010017054.1,GALM,2.044
ENSGALG00010017055.1,GPR135,0
ENSGALG00010017056.1,AGTR1,2
ENSGALG00010017057.1,NDUFAB1,17
ENSGALG00010017060.1,CLSTN1,6
ENSGALG00010017062.1,ENSGALG00010017062.1,0
ENSGALG00010017063.1,TMPPE,2
ENSGALG00010017065.1,VRK2,3
ENSGALG00010017068.1,ZP2,1
ENSGALG00010017070.1,BLOC1S6,11
ENSGALG00010017071.1,ENSGALG00010017071.1,1.54
ENSGALG00010017077.1,CTNNBIP1,20
ENSGALG00010017079.1,ENSGALG00010017079.1,1.419
ENSGALG00010017080.1,PALB2,6
ENSGALG00010017083.1,ENSGALG00010017083.1,14
ENSGALG00010017085.1,ENSGALG00010017085.1,281.689
ENSGALG00010017088.1,ENSGALG00010017088.1,1.995
ENSGALG00010017089.1,CRTAP,2
ENSGALG00010017092.1,ANKS4B,1
ENSGALG00010017094.1,SORBS2,2
ENSGALG00010017096.1,DCTN5,5
ENSGALG00010017098.1,DAAM1,1
ENSGALG00010017100.1,SUSD5,0
ENSGALG00010017101.1,CSMD2,2
ENSGALG00010017102.1,ENSGALG00010017102.1,0
ENSGALG00010017104.1,FANCL,0
ENSGALG00010017105.1,PLK1,3
ENSGALG00010017106.1,CRYM,7
ENSGALG00010017109.1,ITGB1BP3,191
ENSGALG00010017110.1,BRF1,70
ENSGALG00010017111.1,GJB1,5
ENSGALG00010017112.1,LZIC,68
ENSGALG00010017114.1,ENSGALG00010017114.1,0
ENSGALG00010017115.1,LGALSL,3
ENSGALG00010017116.1,ENSGALG00010017116.1,0
ENSGALG00010017117.1,C1orf94,2
ENSGALG00010017119.1,BTBD6,91
ENSGALG00010017120.1,ERN2,3
ENSGALG00010017122.1,NCBP2,49
ENSGALG00010017123.1,ENSGALG00010017123.1,0
ENSGALG00010017126.1,ENSGALG00010017126.1,0
ENSGALG00010017127.1,SOX8,2
ENSGALG00010017131.1,TLR3,9
ENSGALG00010017132.1,TMEM108,0
ENSGALG00010017133.1,WDR20,35
ENSGALG00010017134.1,ENSGALG00010017134.1,0
ENSGALG00010017135.1,ENSGALG00010017135.1,0
ENSGALG00010017136.1,ENSGALG00010017136.1,0
ENSGALG00010017138.1,ENSGALG00010017138.1,0
ENSGALG00010017139.1,COL9A2,18
ENSGALG00010017140.1,UQCRC2,35
ENSGALG00010017141.1,AFTPH,46
ENSGALG00010017142.1,RBP7,11
ENSGALG00010017143.1,FAM149A,1
ENSGALG00010017144.1,CPB1,0
ENSGALG00010017146.1,SKOR1,9
ENSGALG00010017147.1,SRSF7L,63.266
ENSGALG00010017148.1,MOK,0
ENSGALG00010017149.1,ENSGALG00010017149.1,0
ENSGALG00010017151.1,ENSGALG00010017151.1,0
ENSGALG00010017152.1,CYP4V2,11
ENSGALG00010017153.1,SLC35F4,0
ENSGALG00010017154.1,PIGZ,6
ENSGALG00010017155.1,BFSP2,1
ENSGALG00010017160.1,ENSGALG00010017160.1,1.581
ENSGALG00010017162.1,BCL11A,20
ENSGALG00010017163.1,CDV3,12
ENSGALG00010017167.1,SMAP2,236
ENSGALG00010017169.1,CCDC198,2
ENSGALG00010017174.1,DHX57,45
ENSGALG00010017176.1,RIMS3,33
ENSGALG00010017180.1,ENSGALG00010017180.1,0
ENSGALG00010017183.1,NFYC,103
ENSGALG00010017184.1,CARD11,0
ENSGALG00010017185.1,NAA30,168
ENSGALG00010017186.1,ENSGALG00010017186.1,0
ENSGALG00010017187.1,ZNF839,6
ENSGALG00010017188.1,ENSGALG00010017188.1,3
ENSGALG00010017190.1,STK26,46
ENSGALG00010017193.1,MORN2,0
ENSGALG00010017197.1,ENSGALG00010017197.1,0
ENSGALG00010017198.1,TOPBP1,10
ENSGALG00010017200.1,KCNQ4,9
ENSGALG00010017201.1,AP5M1,6
ENSGALG00010017207.1,ENSGALG00010017207.1,0
ENSGALG00010017208.1,CINP,0
ENSGALG00010017209.1,ENSGALG00010017209.1,0
ENSGALG00010017211.1,UBFD1,40
ENSGALG00010017212.1,TINAGL1,13
ENSGALG00010017215.1,FRMD7,108
ENSGALG00010017218.1,ARHGEF33,2
ENSGALG00010017219.1,EARS2,8
ENSGALG00010017221.1,SPPL2A,30
ENSGALG00010017223.1,NOC2L,56
ENSGALG00010017224.1,ENSGALG00010017224.1,0
ENSGALG00010017226.1,PEF1,0
ENSGALG00010017228.1,RAP2C,168.866
ENSGALG00010017237.1,ENSGALG00010017237.1,1.294
ENSGALG00010017240.1,MELTF,1
ENSGALG00010017246.1,GGA2,3
ENSGALG00010017248.1,TECPR2,32
ENSGALG00010017250.1,COL16A1,2
ENSGALG00010017252.1,EXOC5,13
ENSGALG00010017256.1,CARHSP1,2
ENSGALG00010017260.1,ENSGALG00010017260.1,0
ENSGALG00010017263.1,COG7,68
ENSGALG00010017264.1,PIAS1,170
ENSGALG00010017266.1,PMM2,2
ENSGALG00010017272.1,NRXN1,2
ENSGALG00010017274.1,ENSGALG00010017274.1,0
ENSGALG00010017278.1,CCR5,4
ENSGALG00010017280.1,SOS1,37
ENSGALG00010017283.1,INF2,3
ENSGALG00010017284.1,ENSGALG00010017284.1,0
ENSGALG00010017285.1,IL21R,0
ENSGALG00010017289.1,ADGRB2,8
ENSGALG00010017290.1,DACT1,1
ENSGALG00010017294.1,ENSGALG00010017294.1,3.541
ENSGALG00010017295.1,ENSGALG00010017295.1,0
ENSGALG00010017296.1,SCNN1G,9
ENSGALG00010017299.1,USP31,53
ENSGALG00010017300.1,TRPM7,3
ENSGALG00010017301.1,LHCGR,1
ENSGALG00010017304.1,ANKRD9,668
ENSGALG00010017305.1,HS3ST2,0
ENSGALG00010017306.1,ENSGALG00010017306.1,1
ENSGALG00010017307.1,TMEM186,2
ENSGALG00010017310.1,SAMD11,15
ENSGALG00010017311.1,GTF2A1L,0
ENSGALG00010017312.1,PTP4A2,15
ENSGALG00010017313.1,MAP4K3,95
ENSGALG00010017314.1,CALML4,9
ENSGALG00010017315.1,HS3ST4,0
ENSGALG00010017318.1,ADSS1,247
ENSGALG00010017320.1,ENSGALG00010017320.1,2
ENSGALG00010017322.1,KHDRBS1,6
ENSGALG00010017323.1,ENSGALG00010017323.1,82
ENSGALG00010017326.1,STON1,0
ENSGALG00010017327.1,CLN6,2
ENSGALG00010017330.1,ENSGALG00010017330.1,2.459
ENSGALG00010017332.1,FGFR1,16
ENSGALG00010017334.1,KDM8,0
ENSGALG00010017335.1,THUMPD2,20
ENSGALG00010017337.1,ABAT,0
ENSGALG00010017338.1,MBNL3,0
ENSGALG00010017340.1,SIVA1,10
ENSGALG00010017341.1,TA3,40
ENSGALG00010017342.1,ENSGALG00010017342.1,0
ENSGALG00010017343.1,DLG1,27
ENSGALG00010017344.1,RERE,19
ENSGALG00010017346.1,GM2A,0
ENSGALG00010017347.1,TMEM39B,5
