Gene_ID,Gene,Immature_Ery
ENSGALG00010015029.1,TFRC,2830
ENSGALG00010015031.1,MYH9,378
ENSGALG00010015032.1,C1orf216,1
ENSGALG00010015033.1,BMP7,1
ENSGALG00010015035.1,SLC35F1,0
ENSGALG00010015037.1,CYFIP2,0
ENSGALG00010015038.1,PCSK5,0
ENSGALG00010015039.1,FAM114A1,11
ENSGALG00010015040.1,ZC4H2,8
ENSGALG00010015041.1,TFAP2C,6
ENSGALG00010015042.1,EFNB2,2
ENSGALG00010015043.1,COQ10B,3
ENSGALG00010015044.1,ZC3H12B,7
ENSGALG00010015046.1,PSMB2,45
ENSGALG00010015047.1,NPY2R,0
ENSGALG00010015049.1,DCK2,50
ENSGALG00010015050.1,HIVEP3,3
ENSGALG00010015052.1,ENSGALG00010015052.1,10
ENSGALG00010015054.1,ENSGALG00010015054.1,2
ENSGALG00010015055.1,ZNF335,1339
ENSGALG00010015056.1,ENSGALG00010015056.1,1
ENSGALG00010015057.1,LAS1L,7
ENSGALG00010015059.1,ENSGALG00010015059.1,15
ENSGALG00010015061.1,MMP9,5
ENSGALG00010015062.1,ENSGALG00010015062.1,0
ENSGALG00010015063.1,EEF1AKMT4,3
ENSGALG00010015064.1,RFK,0
ENSGALG00010015065.1,F11,0
ENSGALG00010015066.1,RUFY1,107.001
ENSGALG00010015068.1,ESM1,0
ENSGALG00010015069.1,HSPD1,42.523
ENSGALG00010015070.1,EDN2,6
ENSGALG00010015071.1,SNAI1,3
ENSGALG00010015072.1,MAP9,2
ENSGALG00010015074.1,FNDC9,1
ENSGALG00010015075.1,ENSGALG00010015075.1,26
ENSGALG00010015076.1,ITK,0
ENSGALG00010015078.1,GABRQ,0
ENSGALG00010015080.1,ASF1A,0
ENSGALG00010015083.1,CEP135,2
ENSGALG00010015084.1,FOXO6,0
ENSGALG00010015085.1,PSMD2,515
ENSGALG00010015086.1,FOXN3,68
ENSGALG00010015087.1,GABRA3,0
ENSGALG00010015088.1,ENSGALG00010015088.1,10.962
ENSGALG00010015090.1,GZMA,0
ENSGALG00010015091.1,MSN,5
ENSGALG00010015092.1,HSPE1,46.476
ENSGALG00010015094.1,CDK5RAP1,37
ENSGALG00010015095.1,RBFOX2,0
ENSGALG00010015096.1,GABRE,0
ENSGALG00010015097.1,MFSD2A,3
ENSGALG00010015098.1,HAVCR1,4
ENSGALG00010015100.1,MOB4,17
ENSGALG00010015101.1,CAP1,77
ENSGALG00010015103.1,ITPK1,344.066
ENSGALG00010015104.1,CNGA2,1
ENSGALG00010015105.1,ENSGALG00010015105.1,0
ENSGALG00010015107.1,MB,0
ENSGALG00010015108.1,ENSGALG00010015108.1,70
ENSGALG00010015109.1,PPT1,38
ENSGALG00010015110.1,ENSGALG00010015110.1,174
ENSGALG00010015111.1,ADAMTS2,0
ENSGALG00010015112.1,CBLN4,0
ENSGALG00010015114.1,CDC20B,0
ENSGALG00010015115.1,CLDN2,7
ENSGALG00010015117.1,RASD2,5
ENSGALG00010015118.1,GPX8,0
ENSGALG00010015119.1,TLR1A,8
ENSGALG00010015121.1,UNC79,0
ENSGALG00010015122.1,ENSGALG00010015122.1,1
ENSGALG00010015123.1,CEP85L,2
ENSGALG00010015124.1,UXS1,71
ENSGALG00010015126.1,MCM5,151
ENSGALG00010015127.1,RPL11,399
ENSGALG00010015128.1,OCRL,486
ENSGALG00010015129.1,PRRG3,0
ENSGALG00010015131.1,DOK5,0
ENSGALG00010015132.1,GCNT1,0
ENSGALG00010015133.1,RFTN2,0
ENSGALG00010015134.1,PLN,0
ENSGALG00010015135.1,RIPPLY1,0
ENSGALG00010015136.1,TCEB3,149
ENSGALG00010015137.1,AMN,0
ENSGALG00010015138.1,ENSGALG00010015138.1,0
ENSGALG00010015140.1,ASCC3,80
ENSGALG00010015141.1,PFDN4,27
ENSGALG00010015142.1,HNRNPAB,409
ENSGALG00010015143.1,EXOC1,40
ENSGALG00010015144.1,FOXB2,0
ENSGALG00010015145.1,CLIC2,1212.999
ENSGALG00010015146.1,ENSGALG00010015146.1,144
ENSGALG00010015148.1,ENSGALG00010015148.1,13
ENSGALG00010015149.1,ENSGALG00010015149.1,309
ENSGALG00010015151.1,ENSGALG00010015151.1,7
ENSGALG00010015152.1,BOLL,0
ENSGALG00010015153.1,ERCC6L,66
ENSGALG00010015154.1,CYP24A1,0
ENSGALG00010015155.1,HMOX1,2670
ENSGALG00010015156.1,CNOT6,0
ENSGALG00010015157.1,CDC42BPB,54
ENSGALG00010015158.1,PIN4,28
ENSGALG00010015159.1,ENSGALG00010015159.1,457
ENSGALG00010015160.1,SIM1,0
ENSGALG00010015161.1,GFPT2,0
ENSGALG00010015162.1,SLCO1C1,0
ENSGALG00010015163.1,PLK2,2
ENSGALG00010015164.1,ENSGALG00010015164.1,0
ENSGALG00010015165.1,KLF3,89
ENSGALG00010015166.1,YTHDF2,29
ENSGALG00010015167.1,RAB3C,0
ENSGALG00010015168.1,GPR6,0
ENSGALG00010015169.1,ENSGALG00010015169.1,3
ENSGALG00010015170.1,EXOC1L,0
ENSGALG00010015171.1,NHSL2,3
ENSGALG00010015172.1,PPP4R3A,15
ENSGALG00010015173.1,ENS-1,0
ENSGALG00010015174.1,ST6GAL2,301
ENSGALG00010015175.1,MAPK9,30
ENSGALG00010015177.1,TC2N,0
ENSGALG00010015180.1,PITHD1,182
ENSGALG00010015181.1,VPS13A,36
ENSGALG00010015182.1,PHYKPL,8
ENSGALG00010015183.1,SLC5A7,0
ENSGALG00010015185.1,ENSGALG00010015185.1,0
ENSGALG00010015186.1,ENSGALG00010015186.1,0
ENSGALG00010015188.1,SULT1C3,0
ENSGALG00010015190.1,FBLN5,2
ENSGALG00010015191.1,TOM1,226
ENSGALG00010015192.1,ENSGALG00010015192.1,0
ENSGALG00010015193.1,LYPLA2,59
ENSGALG00010015194.1,TMLHE,24
ENSGALG00010015196.1,PDE4D,3
ENSGALG00010015198.1,NME5,0
ENSGALG00010015199.1,ENSGALG00010015199.1,105
ENSGALG00010015200.1,TBC1D1,0
ENSGALG00010015201.1,GCC2,95
ENSGALG00010015203.1,HMGXB4,7
ENSGALG00010015204.1,ENSGALG00010015204.1,1.299
ENSGALG00010015205.1,BPIFB3,7
ENSGALG00010015207.1,AKR1E2,6.694
ENSGALG00010015208.1,GNA14,0
ENSGALG00010015212.1,GNAQ,26
ENSGALG00010015213.1,RUBCN,889
ENSGALG00010015218.1,PLCL1,0
ENSGALG00010015227.1,FYTTD1,100
ENSGALG00010015233.1,ENSGALG00010015233.1,3
ENSGALG00010015234.1,TRIP11,136
ENSGALG00010015237.1,ENSGALG00010015237.1,0
ENSGALG00010015241.1,ENSGALG00010015241.1,4
ENSGALG00010015242.1,ENSGALG00010015242.1,2
ENSGALG00010015248.1,ENSGALG00010015248.1,34
ENSGALG00010015250.1,RORB,0
ENSGALG00010015253.1,ENSGALG00010015253.1,19
ENSGALG00010015254.1,ENSGALG00010015254.1,0
ENSGALG00010015257.1,ISX,5
ENSGALG00010015260.1,RASGEF1C,5
ENSGALG00010015261.1,IQCG,0
ENSGALG00010015269.1,ENSGALG00010015269.1,1
ENSGALG00010015278.1,WNT8A,4
ENSGALG00010015283.1,ENSGALG00010015283.1,0
ENSGALG00010015285.1,ALG13,1
ENSGALG00010015291.1,ZFP64,9
ENSGALG00010015296.1,RPL35A,63
ENSGALG00010015298.1,ENSGALG00010015298.1,17
ENSGALG00010015299.1,GALE,98
ENSGALG00010015300.1,ATXN3,69
ENSGALG00010015306.1,BCAT1,0
ENSGALG00010015310.1,PGM2,0
ENSGALG00010015314.1,GMEB1,110
ENSGALG00010015318.1,SALL4,0
ENSGALG00010015320.1,TRPM6,0
ENSGALG00010015327.1,LARGE1,0
ENSGALG00010015328.1,ENSGALG00010015328.1,15
ENSGALG00010015333.1,MED7,7
ENSGALG00010015339.1,ENSGALG00010015339.1,0
ENSGALG00010015343.1,ENSGALG00010015343.1,0
ENSGALG00010015348.1,CPSF2,22
ENSGALG00010015353.1,RELL1,0
ENSGALG00010015356.1,ENSGALG00010015356.1,7
ENSGALG00010015362.1,ATP9A,0
ENSGALG00010015364.1,CLOCK,27
ENSGALG00010015370.1,ENSGALG00010015370.1,2
ENSGALG00010015374.1,LIMS1,52
ENSGALG00010015384.1,TAF12,23
ENSGALG00010015386.1,SLC24A4,0
ENSGALG00010015388.1,PSMD1,638
ENSGALG00010015390.1,CCNB3,0
ENSGALG00010015391.1,SYN3,5
ENSGALG00010015392.1,TMEM165,2
ENSGALG00010015393.1,DCX,0
ENSGALG00010015397.1,SRD5A3,0
ENSGALG00010015404.1,BEND4,0
ENSGALG00010015407.1,TIMP3,42
ENSGALG00010015409.1,FAM13B,36
ENSGALG00010015410.1,HTR2B,11
ENSGALG00010015413.1,CARNMT1,14
ENSGALG00010015416.1,CAPN6,0
ENSGALG00010015422.1,ENSGALG00010015422.1,15
ENSGALG00010015430.1,HMGCL,540
ENSGALG00010015431.1,RIN3,3
ENSGALG00010015436.1,SLC30A9,21
ENSGALG00010015440.1,ENSGALG00010015440.1,12
ENSGALG00010015443.1,PAK3,0
ENSGALG00010015449.1,HDX,0
ENSGALG00010015466.1,NMRK1,0
ENSGALG00010015469.1,TMEM33,7
ENSGALG00010015472.1,LGMN,59
ENSGALG00010015474.1,PHOX2B,0
ENSGALG00010015477.1,ARMC9,155
ENSGALG00010015478.1,FBXO7,54
ENSGALG00010015481.1,GOLGA5,36
ENSGALG00010015483.1,SGCD,0
ENSGALG00010015485.1,BCAS1,0
ENSGALG00010015486.1,MTFR1L,100
ENSGALG00010015487.1,RPS6KA6,52
ENSGALG00010015490.1,RANBP2,416.667
ENSGALG00010015493.1,OSTF1,5
ENSGALG00010015494.1,CHRDL1,0
ENSGALG00010015496.1,ENSGALG00010015496.1,0
ENSGALG00010015498.1,MID2,9
ENSGALG00010015502.1,BPIFB6,15
ENSGALG00010015505.1,CHGA,11
ENSGALG00010015507.1,AMMECR1,102
ENSGALG00010015508.1,FUCA1,10
ENSGALG00010015511.1,BPIFB4,8
ENSGALG00010015515.1,ENSGALG00010015515.1,0
ENSGALG00010015516.1,SELENON,0
ENSGALG00010015520.1,UBE3A,37
ENSGALG00010015521.1,DKC1,22
ENSGALG00010015523.1,MRPL22,10
ENSGALG00010015524.1,CNR2,0
ENSGALG00010015532.1,NXT2,6
ENSGALG00010015533.1,PSAT1,0
ENSGALG00010015540.1,ACSL4,0
ENSGALG00010015541.1,RASEF,0
ENSGALG00010015542.1,CNGA3,2
ENSGALG00010015544.1,RTCB,58
ENSGALG00010015549.1,ENSGALG00010015549.1,13
ENSGALG00010015551.1,VWA3B,0
ENSGALG00010015553.1,ASCL4,0
ENSGALG00010015555.1,PNRC2,0
ENSGALG00010015557.1,IRS4,1087
ENSGALG00010015558.1,MPP1,6
ENSGALG00010015562.1,IRF9,246
ENSGALG00010015563.1,B3GNT7,38
ENSGALG00010015564.1,PKD2L2,0
ENSGALG00010015565.1,ENSGALG00010015565.1,339.933
ENSGALG00010015567.1,ENSGALG00010015567.1,1
ENSGALG00010015570.1,LIMCH1,1
ENSGALG00010015571.1,DUSP15,0
ENSGALG00010015573.1,MAN1C1,17
ENSGALG00010015574.1,C14orf132,0
ENSGALG00010015580.1,GEMIN5,13
ENSGALG00010015583.1,PRDM4,0
ENSGALG00010015584.1,TTLL9,2
ENSGALG00010015585.1,BDKRB1,0
ENSGALG00010015589.1,FRMD3,0
ENSGALG00010015596.1,UCHL1,0
ENSGALG00010015605.1,LDLRAP1,10
ENSGALG00010015606.1,TMEM131,761
ENSGALG00010015610.1,ENSGALG00010015610.1,0
ENSGALG00010015613.1,PWP1,5
ENSGALG00010015614.1,ATG2B,223
ENSGALG00010015616.1,NADK2,0
ENSGALG00010015617.1,SRSF10,14
ENSGALG00010015618.1,NCL,90
ENSGALG00010015620.1,PDRG1,27
ENSGALG00010015621.1,IDNK,2
ENSGALG00010015624.1,ITGA1,0
ENSGALG00010015626.1,XKR7,4
ENSGALG00010015628.1,UBQLN1,337
ENSGALG00010015631.1,GSKIP,2
ENSGALG00010015632.1,COL4A5,4
ENSGALG00010015633.1,CCM2L,2
ENSGALG00010015634.1,ENSGALG00010015634.1,0
ENSGALG00010015635.1,ABTB3,2
ENSGALG00010015636.1,APBB2,0
ENSGALG00010015642.1,ENSGALG00010015642.1,0
ENSGALG00010015643.1,ENSGALG00010015643.1,0
ENSGALG00010015645.1,MACO1,63
ENSGALG00010015647.1,PDZD2,4.023
ENSGALG00010015648.1,ENSGALG00010015648.1,8
ENSGALG00010015650.1,ENSGALG00010015650.1,0
ENSGALG00010015653.1,HCK,185
ENSGALG00010015655.1,ENSGALG00010015655.1,7
ENSGALG00010015657.1,NMUR1,2
ENSGALG00010015660.1,KLHL3,4
ENSGALG00010015663.1,AK7,1
ENSGALG00010015664.1,NSUN7,0
ENSGALG00010015667.1,ENSGALG00010015667.1,0
ENSGALG00010015668.1,ZNF217,294
ENSGALG00010015669.1,INPP4A,17
ENSGALG00010015670.1,ENSGALG00010015670.1,28
ENSGALG00010015674.1,RFKL,2
ENSGALG00010015676.1,TGM2,362
ENSGALG00010015677.1,GRHL3,2
ENSGALG00010015680.1,ENSGALG00010015680.1,17
ENSGALG00010015684.1,PDE6D,0
ENSGALG00010015686.1,CNOT8,25
ENSGALG00010015691.1,EXOC3L4,0
ENSGALG00010015693.1,COA5,10
ENSGALG00010015695.1,ASAH1,10
ENSGALG00010015697.1,FAXDC2,1
ENSGALG00010015698.1,TNFAIP2,2
ENSGALG00010015701.1,UNC50,0
ENSGALG00010015703.1,GK5,2
ENSGALG00010015705.1,NPY6R,0
ENSGALG00010015706.1,ENSGALG00010015706.1,33
ENSGALG00010015709.1,HNRNPA0,68
ENSGALG00010015710.1,ENSGALG00010015710.1,1
ENSGALG00010015711.1,LBFABP,0
ENSGALG00010015716.1,MGAT4A,0
ENSGALG00010015719.1,XRN1,99
ENSGALG00010015721.1,ENSGALG00010015721.1,2
ENSGALG00010015729.1,RHCE,860
ENSGALG00010015731.1,PHF6,0
ENSGALG00010015733.1,COL4A6,6
ENSGALG00010015734.1,TSHZ2,52.989
ENSGALG00010015738.1,CRACDL,0
ENSGALG00010015740.1,ENSGALG00010015740.1,0
ENSGALG00010015742.1,HPRT1,0
ENSGALG00010015746.1,PAPOLB,65
ENSGALG00010015749.1,ATR,3
ENSGALG00010015751.1,MYOM3,0
ENSGALG00010015753.1,RPRD1B,131.222
ENSGALG00010015756.1,PCM1,110
ENSGALG00010015758.1,PCDH19,2
ENSGALG00010015759.1,EIF5,795
ENSGALG00010015764.1,TTI1,79.778
ENSGALG00010015765.1,ENSGALG00010015765.1,0
ENSGALG00010015766.1,TLE1,1.179
ENSGALG00010015769.1,TMEM50A,62
ENSGALG00010015772.1,TSGA10,0
ENSGALG00010015774.1,PLS1,0
ENSGALG00010015776.1,SPOCK1,1
ENSGALG00010015778.1,PABIR3,1.385
ENSGALG00010015782.1,ATG4A,24
ENSGALG00010015785.1,FGL1,0
ENSGALG00010015788.1,TRPC1,11
ENSGALG00010015792.1,MARK3,36
ENSGALG00010015793.1,RSRP1,3196
ENSGALG00010015795.1,PSMD10,5
ENSGALG00010015796.1,LARP1,417
ENSGALG00010015797.1,PIP5K1B,44.001
ENSGALG00010015798.1,IL22RA1,0
ENSGALG00010015800.1,BVES,0
ENSGALG00010015801.1,VSTM2L,4
ENSGALG00010015802.1,TRPC7,0
ENSGALG00010015803.1,SYF2,186
ENSGALG00010015804.1,CKB,8
ENSGALG00010015807.1,ENSGALG00010015807.1,0
ENSGALG00010015809.1,PCOLCE2,0
ENSGALG00010015810.1,LIPT1,0
ENSGALG00010015811.1,CTNNBL1,163
ENSGALG00010015813.1,ENSGALG00010015813.1,15
ENSGALG00010015814.1,PAQR9,0
ENSGALG00010015815.1,VSIG1,1
ENSGALG00010015816.1,MITD1,0
ENSGALG00010015820.1,ENSGALG00010015820.1,1
ENSGALG00010015822.1,WFDC2,0
ENSGALG00010015823.1,SLC28A3,0
ENSGALG00010015825.1,RUNX3,7
ENSGALG00010015827.1,ENSGALG00010015827.1,0
ENSGALG00010015828.1,ENSGALG00010015828.1,0
ENSGALG00010015829.1,SMAD5,2
ENSGALG00010015831.1,LYG2,0
ENSGALG00010015832.1,RAB39B,3
ENSGALG00010015834.1,STARD8,39.001
ENSGALG00010015835.1,HAND1,0
ENSGALG00010015836.1,ENSGALG00010015836.1,0
ENSGALG00010015837.1,GDA,0
ENSGALG00010015839.1,U2SURP,72
ENSGALG00010015840.1,MTUS1,0
ENSGALG00010015842.1,ENSGALG00010015842.1,0
ENSGALG00010015843.1,ENSGALG00010015843.1,9
ENSGALG00010015845.1,SAP30L,74
ENSGALG00010015847.1,ENSGALG00010015847.1,0
ENSGALG00010015848.1,UBE2B,9
ENSGALG00010015850.1,ENSGALG00010015850.1,2
ENSGALG00010015852.1,ZFAND5,121
ENSGALG00010015854.1,ENSGALG00010015854.1,0
ENSGALG00010015855.1,NIPAL3,30
ENSGALG00010015856.1,TXNDC9,170
ENSGALG00010015858.1,CHST2,643
ENSGALG00010015859.1,ENSGALG00010015859.1,0
ENSGALG00010015861.1,PPP2CA,165
ENSGALG00010015862.1,PDGFRL,0
ENSGALG00010015863.1,ENSGALG00010015863.1,0
ENSGALG00010015865.1,VRK1,11
ENSGALG00010015866.1,ARHGEF6,16
ENSGALG00010015867.1,PICALML,327
ENSGALG00010015869.1,SLC7A2,0
ENSGALG00010015870.1,EIF5B,331
ENSGALG00010015872.1,TMC1,0
ENSGALG00010015874.1,CLIC4,4
ENSGALG00010015875.1,DNTTIP1,232
ENSGALG00010015876.1,SKP1,605
ENSGALG00010015877.1,REV1,115
ENSGALG00010015879.1,TRMT61A,2
ENSGALG00010015881.1,GAB3,593
ENSGALG00010015886.1,AFF3,3
ENSGALG00010015887.1,SLC9A9,0
ENSGALG00010015889.1,SH3BP5,9
ENSGALG00010015892.1,UBE2C,2
ENSGALG00010015893.1,TCF7,17
ENSGALG00010015894.1,CEP78,0
ENSGALG00010015895.1,RBMXL1,108
ENSGALG00010015896.1,LONRF2,16
ENSGALG00010015897.1,ENSGALG00010015897.1,0
ENSGALG00010015898.1,ENSGALG00010015898.1,3
ENSGALG00010015899.1,SMARCA1,28
ENSGALG00010015900.1,ENSGALG00010015900.1,1
ENSGALG00010015901.1,ENSGALG00010015901.1,0
ENSGALG00010015902.1,ENSGALG00010015902.1,0
ENSGALG00010015903.1,ENSGALG00010015903.1,1
ENSGALG00010015904.1,MTMR7,1
ENSGALG00010015905.1,ANPEP,8
ENSGALG00010015906.1,BAG5,214
ENSGALG00010015907.1,ENSGALG00010015907.1,0
ENSGALG00010015908.1,CHRD,17
ENSGALG00010015909.1,TNNC2,0
ENSGALG00010015910.1,C5orf15,17
ENSGALG00010015911.1,TM9SF2L,81
ENSGALG00010015912.1,ENSGALG00010015912.1,1.125
ENSGALG00010015913.1,CHST10,0
ENSGALG00010015914.1,SRRM1,346
ENSGALG00010015915.1,ENSGALG00010015915.1,0
ENSGALG00010015916.1,COA8,97
ENSGALG00010015917.1,TMEM63A,9
ENSGALG00010015918.1,BICD1,0
ENSGALG00010015919.1,ENSGALG00010015919.1,0
ENSGALG00010015920.1,KCNE5,0
ENSGALG00010015921.1,SNX21,18
ENSGALG00010015923.1,RCAN3,6
ENSGALG00010015927.1,GLA,440
ENSGALG00010015928.1,CAPN7,25
ENSGALG00010015929.1,SLC6A12,0
ENSGALG00010015931.1,RBM47,0
ENSGALG00010015932.1,ACOT8,79
ENSGALG00010015933.1,ENSGALG00010015933.1,0
ENSGALG00010015934.1,TMC2,0
ENSGALG00010015935.1,EPHX1,5
ENSGALG00010015936.1,RPL36AL,138
ENSGALG00010015937.1,ENSGALG00010015937.1,11
ENSGALG00010015939.1,SUN2,10
ENSGALG00010015942.1,AP3S2,40
ENSGALG00010015943.1,NME8,0
ENSGALG00010015946.1,TLE4,20.821
ENSGALG00010015949.1,ENSGALG00010015949.1,0
ENSGALG00010015954.1,CTSA,55
ENSGALG00010015956.1,MESP1,3
ENSGALG00010015957.1,ENSGALG00010015957.1,0
ENSGALG00010015959.1,TRNAU1AP,0
ENSGALG00010015960.1,CHRNA9,0
ENSGALG00010015963.1,DIPK2A,389
ENSGALG00010015964.1,KLC1,13
ENSGALG00010015966.1,ENSGALG00010015966.1,0
ENSGALG00010015967.1,ZSWIM1,20
ENSGALG00010015970.1,THPO,15
ENSGALG00010015971.1,ENSGALG00010015971.1,5
ENSGALG00010015972.1,FSTL4,5
ENSGALG00010015974.1,VPS37A,10
ENSGALG00010015975.1,BTK,177.999
ENSGALG00010015977.1,ENSGALG00010015977.1,0
ENSGALG00010015979.1,ENSGALG00010015979.1,78
ENSGALG00010015980.1,EXOSC7,13
ENSGALG00010015983.1,CNOT7,7
ENSGALG00010015984.1,PDCL3,34
ENSGALG00010015985.1,TIMM8A,48
ENSGALG00010015986.1,NEURL2,6
ENSGALG00010015987.1,POLR2H,35
ENSGALG00010015989.1,ENAH,20
ENSGALG00010015992.1,ATP10A,0
ENSGALG00010015994.1,ENSGALG00010015994.1,7
ENSGALG00010015997.1,SOX1,0
ENSGALG00010016004.1,XRCC3,3
ENSGALG00010016006.1,PLTP,19
ENSGALG00010016008.1,TAF7,106
ENSGALG00010016011.1,ADD1,247
ENSGALG00010016015.1,ZDHHC3,1
ENSGALG00010016016.1,ZDHHC2,0
ENSGALG00010016017.1,RAPGEF6,647
ENSGALG00010016021.1,ENSGALG00010016021.1,59
ENSGALG00010016022.1,EPHB3,2
ENSGALG00010016025.1,PCIF1,141
ENSGALG00010016027.1,COPS2,26
ENSGALG00010016030.1,TGM4,0
ENSGALG00010016036.1,NKX1-1,0
ENSGALG00010016039.1,ENSGALG00010016039.1,1
ENSGALG00010016040.1,RPSA2,543
ENSGALG00010016041.1,ENSGALG00010016041.1,4
ENSGALG00010016043.1,ADAMTSL1,0
ENSGALG00010016047.1,SRP9,0
ENSGALG00010016049.1,ZFYVE21,71
ENSGALG00010016053.1,DRP2,37
ENSGALG00010016057.1,SOHO1,1
ENSGALG00010016059.1,EPDR1,0
ENSGALG00010016060.1,ENSGALG00010016060.1,2
ENSGALG00010016066.1,C14orf2,0
ENSGALG00010016067.1,AHSG,0
ENSGALG00010016069.1,GALK2,0
ENSGALG00010016073.1,SAXO1,0
ENSGALG00010016076.1,RAB3GAP2,54
ENSGALG00010016080.1,ENSGALG00010016080.1,0
ENSGALG00010016083.1,CDH22,1
ENSGALG00010016086.1,TDRD9,0
ENSGALG00010016087.1,IARS2,29
ENSGALG00010016091.1,HMX1,0
ENSGALG00010016094.1,FGF7,0
ENSGALG00010016097.1,FNIP1,601.001
ENSGALG00010016098.1,ENSGALG00010016098.1,0
ENSGALG00010016100.1,SFRP4,0
ENSGALG00010016101.1,FAM227B,0
ENSGALG00010016103.1,BPNT1,0
ENSGALG00010016107.1,UVSSA,282
ENSGALG00010016109.1,MLH1,2
ENSGALG00010016111.1,EPB41,6188.001
ENSGALG00010016113.1,DTWD1,0
ENSGALG00010016114.1,HAUS6,2
ENSGALG00010016115.1,RD3L,0
ENSGALG00010016117.1,ENSGALG00010016117.1,2
ENSGALG00010016118.1,EPRS,64
ENSGALG00010016119.1,FETUB,0
ENSGALG00010016121.1,SLC35C2,36
ENSGALG00010016122.1,AFG2B,15
ENSGALG00010016127.1,ENSGALG00010016127.1,342
ENSGALG00010016129.1,CENPI,0
ENSGALG00010016130.1,ENSGALG00010016130.1,0
ENSGALG00010016131.1,SMYD1,1
ENSGALG00010016137.1,STARD3NL,45
ENSGALG00010016139.1,LURAP1L,0
ENSGALG00010016141.1,RRP15,0
ENSGALG00010016145.1,CSF2,0
ENSGALG00010016147.1,FABP1,0
ENSGALG00010016150.1,POLG,5
ENSGALG00010016157.1,IL3,0
ENSGALG00010016159.1,ASPG,0
ENSGALG00010016165.1,KK34,0
ENSGALG00010016168.1,PLIN2,18
ENSGALG00010016169.1,RHOH,1
ENSGALG00010016173.1,ENSGALG00010016173.1,19
ENSGALG00010016177.1,ENSGALG00010016177.1,0
ENSGALG00010016181.1,FANCI,0
ENSGALG00010016182.1,ELMO2,19
ENSGALG00010016190.1,THNSL2,0
ENSGALG00010016193.1,TCAIM,0
ENSGALG00010016197.1,SNRPN,15
ENSGALG00010016199.1,RLBP1,0
ENSGALG00010016200.1,MICU3,0
ENSGALG00010016205.1,CD40LG,0
ENSGALG00010016206.1,KNG1,0
ENSGALG00010016207.1,ENSGALG00010016207.1,0
ENSGALG00010016209.1,ADAMTS7,2
ENSGALG00010016211.1,TACC3,844
ENSGALG00010016215.1,SPATA17,0
ENSGALG00010016218.1,N4BP2,28
ENSGALG00010016221.1,TMEM200B,72
ENSGALG00010016224.1,MOSPD1,4
ENSGALG00010016225.1,P4HA2,0
ENSGALG00010016229.1,ENSGALG00010016229.1,17.859
ENSGALG00010016235.1,DDX27,145
ENSGALG00010016236.1,GPATCH2,10
ENSGALG00010016240.1,EIF4A2,91
ENSGALG00010016241.1,TOPAZ1,0
ENSGALG00010016242.1,PDS5A,52
ENSGALG00010016245.1,FAM96A,4
ENSGALG00010016247.1,KIF26A,1
ENSGALG00010016251.1,MPDZ,10
ENSGALG00010016253.1,EDN3,1
ENSGALG00010016257.1,ENSGALG00010016257.1,2
ENSGALG00010016258.1,CTNNB1,2
ENSGALG00010016260.1,INTS6L,33
ENSGALG00010016262.1,SPG11,257
ENSGALG00010016263.1,HGFAC,0
ENSGALG00010016266.1,PDLIM4,1
ENSGALG00010016270.1,RFC4,0
ENSGALG00010016274.1,ZNF831,4
ENSGALG00010016276.1,ACTR2,2
ENSGALG00010016279.1,PRELID3B,68
ENSGALG00010016281.1,SLC22A4,17.716
ENSGALG00010016286.1,ULK4,0
ENSGALG00010016287.1,BCL11B,2
ENSGALG00010016289.1,IRF1,3487
ENSGALG00010016292.1,PHKA1,409
ENSGALG00010016295.1,UBE2K,3
ENSGALG00010016298.1,IL5,2
ENSGALG00010016299.1,SRSF4,36.001
ENSGALG00010016303.1,ENSGALG00010016303.1,19
ENSGALG00010016304.1,EIF3J,28
ENSGALG00010016305.1,DENND4C,254
ENSGALG00010016307.1,RAD50,23
ENSGALG00010016308.1,RPS6,126
ENSGALG00010016310.1,HDAC8,32
ENSGALG00010016312.1,MECR,1
ENSGALG00010016314.1,ACER2,0
ENSGALG00010016315.1,RPS4Y1,387
ENSGALG00010016317.1,CTDSPL2,15
ENSGALG00010016319.1,RBM41,131
ENSGALG00010016321.1,IL13,1
ENSGALG00010016322.1,EBF4,4
ENSGALG00010016324.1,TUBB1,846
ENSGALG00010016327.1,IL4,3
ENSGALG00010016328.1,USH2A,11
ENSGALG00010016332.1,ENSGALG00010016332.1,15
ENSGALG00010016335.1,ABHD4,7
ENSGALG00010016336.1,SLC24A2,0
ENSGALG00010016338.1,PTPRU,0
ENSGALG00010016339.1,SETD3,3
ENSGALG00010016340.1,RGS12,0
ENSGALG00010016341.1,SLX4,152
ENSGALG00010016344.1,SMIM14,2
ENSGALG00010016345.1,CTSZ,17
ENSGALG00010016346.1,TRAP1,14
ENSGALG00010016347.1,ANO10,10
ENSGALG00010016350.1,CASC4,325
ENSGALG00010016353.1,C1orf232,49
ENSGALG00010016355.1,MCF2L2,0
ENSGALG00010016361.1,NELFCD,19
ENSGALG00010016362.1,NUP62,127
ENSGALG00010016366.1,KIF3A,75
ENSGALG00010016368.1,CCNK,27
ENSGALG00010016369.1,MSANTD1,0
ENSGALG00010016370.1,TMEM255A,5
ENSGALG00010016372.1,DNAAF6,1
ENSGALG00010016373.1,SRL,13
ENSGALG00010016374.1,FRMD5,0
ENSGALG00010016375.1,CCNI2,0
ENSGALG00010016377.1,FRMPD3,10
